,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,16.81918250161337,19.666801689448302,14.09872134848231,18.855251199954676,15.694066395076891,13.041383772803417,17.781853908122496,20.050068858628023,18.305490917078917,16.011321037070985,15.410186822271655,16.690346395235157,17.13175913001702,16.661758835345594,20.86938728350204,16.571202506163775,16.981617120427007,22.717071278031142,18.410788175532474,18.94437853246418
0,17.273594342226055,17.524984432412012,12.683947134643224,11.691862706416398,20.392214256013183,18.808627875032684,16.109656127245017,17.40244730159176,15.203981849972951,22.72340663462523,9.536256446062097,17.09018057969241,18.890989233540818,17.477117168718145,16.77320500224913,11.608120435116398,14.453451888497122,25.7681501532619,17.651293792068806,12.234953741445752
0,15.311903207349499,13.636650530258894,15.175336212154203,18.91239472328378,19.011775748653466,17.76170229750383,15.491778683202755,16.275495029104565,15.942293901482909,18.152171485304752,17.35127619722574,18.525588816891425,15.04882830743974,17.264779433666394,17.268620059856573,14.555493612363517,17.174951107139066,19.175351605830933,21.055904888722452,18.81978874567162
0,21.615314076921884,14.650489268895116,13.896277052610287,14.949789290173316,17.40651364364363,15.465692236549907,13.164196823519102,18.21681805840622,12.981155237490864,20.6745892687253,20.5999633379088,17.67119535014582,12.910782290004953,15.664968251520266,15.836504191294004,15.232969574610243,20.71645296043293,18.89966737160018,24.685764172904605,18.8023699131208
0,22.015712729363734,20.051646721732972,18.203828943065357,13.605658608572666,14.361402022881151,13.483716115766454,18.84749563822381,17.34847458674767,16.944759462804367,18.686193700799542,18.317614825151622,17.433972713816562,17.146839123182847,17.541884920102994,13.988794904374966,19.644324095412998,20.082318654746537,15.901432495281215,17.226359833895707,14.283490908449915
0,16.637034774212832,17.179469697781755,15.609714400825215,13.585834096673796,18.626256027115897,16.20999475600242,18.92511324924549,21.041282785742958,16.219268998235467,18.409109645624977,14.9246731239551,12.437847005472022,24.519792092344815,13.675438481410641,20.414183277206888,17.659869519541285,18.681498614419592,24.100469461438152,15.028238545848293,14.356062587023063
0,17.378685117598465,16.538862061392564,17.093881449439102,18.975716557766162,18.867817494292524,15.012709787289372,19.465839017511154,16.424612801619805,20.308345128384236,19.847527265779654,14.86721006732444,20.82259797670135,21.681891109397604,17.59946566798753,16.556616087240037,17.623022283753613,22.099173434778052,22.41980278522065,20.228311940126307,16.846511105350398
0,14.480981253964293,17.563118121908442,14.037034250318172,22.23936508575643,18.897550573097078,14.837054474580462,15.525801941252816,19.153264547364955,19.695421764532927,16.0787573833037,13.395631519066203,18.382530770404806,18.844553114927134,16.090233045617193,21.95944943279956,14.772159517562745,17.26470432744794,24.29778743665658,19.995617132639385,21.677956920822968
0,16.726199678612517,16.87890226256587,9.549028053012428,13.666277652157454,15.945235702209002,17.222090612185532,21.83609980372454,16.152404397720623,16.006462273641958,15.950250056721812,20.15816791915361,11.648912604755989,17.934640714919656,13.43919634813115,27.34198043687945,18.228629229663763,19.17525968734697,26.233980524417664,15.201668531173599,12.09784989921118
0,20.001041971382328,18.646155501359996,15.113984174385587,16.23434628757245,18.70901564621179,16.027639038448992,15.442385108317778,13.395791242292457,15.72583430460273,16.047343413073968,19.991817573140363,14.4630203445414,15.024625022108587,15.311475391980876,21.15138598441814,18.08566400615804,18.46135153438324,18.334782654974667,18.22576236966383,14.898040692698055
0,17.914698802179878,13.824133195962633,17.156644826873713,15.231050176704075,19.247222659633792,17.185326077777823,15.227453670941623,15.061516663906614,14.160461944295767,17.1923873026681,22.239909046596992,17.953849436790176,13.642056817614218,14.268541518648275,18.953579618643694,15.00995933068927,17.876491373608715,19.699370921032433,16.461000192293135,19.261824650418102
0,20.243576444392584,16.96586857534607,17.98202135749448,13.871704217055406,18.650209916100287,19.262690823809294,15.87833385794472,14.35887352774908,18.38713518402143,19.006357344072583,15.998625857115439,17.824677320937212,21.667102791562492,14.19659408654898,16.468719935952983,17.860061670829644,21.3120155787101,17.03328310214258,14.695714045984644,14.91064251307362
0,16.90562916301617,18.530306892765715,19.388221583245684,17.440299801790523,16.659363636574277,13.89907855851787,20.30270299231218,16.874189253653064,19.484490893695707,17.655155428508685,15.767420939272306,20.598989718752065,18.51275031276382,18.501517333015798,15.376016020717895,17.376610625296994,17.816815309704758,19.80370870228686,15.288429188817672,17.07166873238875
0,16.97976534782929,13.901063136531882,15.309587726514216,15.751907560808151,16.08714081012274,16.613908886472103,16.811151093573187,17.17017238879392,16.04974690513111,17.248667743209115,20.8780949233363,21.15642860803483,12.528298185009813,14.640682278881938,19.35546406979791,13.44283946305383,17.705292809058015,22.18254447596364,15.532958232059274,21.916969437404372
0,18.221118667943855,19.607917653402673,18.387406635321447,18.850379214593694,13.376923208988831,12.082330700756627,18.249327652768866,18.641164720986012,18.523963693391497,16.848168829968415,16.76902101360311,21.373409357017955,13.160323734293964,20.127412877939168,13.351341988938703,16.93021772201037,16.46082232691487,15.990599348314639,18.54551609797151,19.775939536460832
0,23.230170205272987,15.964421002971624,13.718818510872115,10.688258656795274,15.18442988336037,16.9468169347082,12.600480434853006,18.550387650882346,12.22253465710854,21.090604955345274,19.611710906923236,17.764624209568723,11.620385602254965,14.974749820049732,14.533021599154136,14.025034683610295,18.801181513393495,17.421840969758208,20.382804759144413,17.72873460706703
0,16.6944192278618,12.897074125940113,15.818287424726902,15.094783994774465,18.320235888142143,18.285892446074314,15.789675610948883,16.10001588604657,14.12800969292115,18.67016126618171,19.876643096518556,18.734868805409384,13.476702602375367,15.850345956401622,16.942282858946225,13.82236750912977,16.930854357873887,19.528612956116675,17.882923944993276,18.538690335507475
