,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,17.968039194078905,11.915467165076924,17.867568000715057,8.524059776357179,10.507356885326656,12.635360825652022,16.15219124282251,16.947467428299653,11.08262418859485,16.665831391465815,20.468571341999144,16.610245550497243,11.635189291754731,13.643224888685298,8.17988027656505,15.059113195052833,16.732159174780865,11.242082422432105,12.449342749256445,15.406698544632718
0,14.70823139590292,14.959621486088876,10.11858418832009,9.126499760093264,17.82685130969005,16.24326492870955,13.544293180921882,14.837084355268626,12.638618903649817,20.158043688302097,6.970893499738964,14.524817633369278,16.325626287217684,14.911754222395011,14.207842055926,9.042757488793264,11.888088942173988,23.202787206938766,15.085930845745674,9.669590795122618
1,14.615008201841517,14.695821924688373,16.908910491587996,10.313057814888179,10.878576674549429,15.06303984126216,15.577650855125906,14.913221602524336,14.325286478843937,14.035182353152505,14.640012449704974,17.355776853298423,12.005050673057553,14.257751125831405,11.097951923152436,12.761704739539145,11.627629636833733,12.11222172372031,7.065974919545591,15.389074589234088
0,19.04995113059875,12.085126322571982,11.330914106287153,12.384426343850182,14.841150697320499,12.900329290226773,10.598833877195968,15.651455112083084,10.41579229116773,18.109226322402165,18.034600391585666,15.105832403822685,10.345419343681819,13.099605305197132,13.27114124497087,12.667606628287109,18.151090014109798,16.334304425277047,22.12040122658147,16.237006966797665
0,19.4503497830406,17.486283775409838,15.638465996742223,11.040295662249532,11.796039076558017,10.91835316944332,16.282132691900674,14.783111640424538,14.379396516481233,16.12083075447641,15.752251878828487,14.868609767493428,14.581476176859715,14.97652197377986,11.423431958051832,17.078961149089864,17.516955708423403,13.336069548958081,14.660996887572573,11.71812796212678
0,14.071671827889698,14.614106751458621,13.044351454502081,11.020471150350662,16.060893080792763,13.644631809679286,16.359750302922357,18.475919839419824,13.653906051912331,15.843746699301844,12.359310177631967,9.872484059148888,21.95442914602168,11.110075535087507,17.848820330883754,15.094506573218151,16.116135668096458,21.535106515115018,12.462875599525159,11.790699640699929
1,13.846820672430097,12.968005323072596,12.371009305496182,15.176733741430262,11.530238707626346,13.244455626014775,17.536976089880802,14.869025348433155,14.965374337096783,13.987755644814765,17.1000429843333,15.398107537819046,12.883762480714807,14.616908012643195,15.605611300269949,15.385531697035933,16.547590968567803,15.711488435667187,15.706114977612,14.935415328064586
1,20.132597079021647,11.391159812849171,16.699972218763623,10.23165748421969,11.121572443424467,11.437796429348321,16.15585097165341,16.65486765040164,12.07991568126479,18.691637331576608,20.98462511606722,17.595337823857097,13.339176964337044,13.891442827999636,7.741413927033552,16.71720191994759,21.76468947185591,12.171665313807924,18.253138576053942,15.21039286298376
0,14.160836732289384,14.313539316242736,6.983665106689293,11.10091470583432,13.379872755885868,14.6567276658624,19.270736857401406,13.58704145139749,13.441099327318824,13.384887110398678,17.592804972830475,9.083549658432855,15.369277768596522,10.873833401808016,24.776617490556315,15.66326628334063,16.609896741023835,23.66861757809453,12.636305584850465,9.532486952888046
0,17.435679025059194,16.08079255503686,12.548621228062453,13.668983341249318,16.143652699888655,13.462276092125858,12.877022161994644,10.830428295969323,13.160471358279596,13.481980466750834,17.42645462681723,11.897657398218266,12.459262075785453,12.746112445657742,18.586023038095007,15.520301059834907,15.895988588060106,15.769419708651531,15.660399423340696,12.332677746374921
